81,82,72,71,70,79,78,68,78,88,89,80,81,91,1,11,12,2,3,2,3,2,12,11,1,0,9,0,9,19,10,11,21,31,21,22,12,22,23,22,21,20,21,22,32,42,52,62,72,82,72,71,72,71,81,91,92,91,81,82,92,2,92,2,3,4,3,13,3,4,94,84,94,95,96,86,96,86,76,75,85,84,85,75,76,66,65,66,65,64,63,73,74,73,72,62,61,51,41,51
38,37,47,57,56,46,45,35,34,24,23,13,14,13,3,2,12,22,21,22,12,13,14,13,3,13,12,13,12,2,1,2,12,2,92,93,3,4,14,15,16,17,7,8,7,6,7,97,96,95,85,84,83,84,83,73,74,73,83,93,94,4,14,4,14,15,5,15,5,4,14,24,34,33,34,35,45,44,34,33,32,42,41,40,50,40,50,59,50,51,61,51,61,71,72,73,63,53,54,53
7,97,7,17,18,19,9,8,9,0,10,11,21,31,41,42,52,51,50,51,61,62,52,51,41,42,41,31,30,31,41,40,41,51,50,40,30,31,41,31,32,31,32,31,30,39,49,59,58,59,69,79,69,68,67,68,69,60,70,80,89,99,9,8,7,6,5,6,5,6,5,95,85,86,85,84,83,73,63,64,65,55,54,55,45,55,65,75,76,66,56,57,56,66,65,64,54,53,52,51
86,76,86,85,86,85,86,87,77,67,77,87,97,87,88,87,97,98,8,9,99,9,8,7,6,96,97,98,8,18,28,18,17,7,6,7,6,5,6,7,8,9,0,1,11,10,11,21,20,30,40,41,51,50,51,61,51,50,51,61,62,52,42,32,22,32,22,23,24,23,13,23,13,3,13,14,4,3,93,3,93,3,4,3,2,1,91,92,2,12,11,21,31,30,39,38,28,18,19,18
66,65,75,85,75,76,66,65,55,45,46,56,66,65,64,65,75,76,75,74,73,63,73,72,71,81,91,90,80,89,88,89,79,78,68,58,68,58,59,50,59,50,40,41,51,41,31,21,31,41,40,50,59,58,68,78,68,78,68,78,77,67,66,56,46,47,57,47,48,49,40,30,31,41,42,52,62,52,62,63,53,52,42,41,51,41,31,21,20,10,19,29,20,21,31,30,31,32,33,23
9,19,18,19,10,0,10,0,90,99,98,88,78,68,67,66,67,57,67,66,67,57,58,68,78,77,67,77,76,66,76,77,67,66,76,77,67,68,78,77,76,77,78,88,87,77,67,57,58,68,78,68,69,59,58,48,38,48,49,48,38,28,27,17,18,28,27,37,47,46,36,26,36,37,47,48,38,48,58,59,49,40,50,51,61,71,81,82,72,82,72,82,92,91,1,0,1,11,21,22
69,68,69,59,49,59,49,48,47,57,67,66,56,46,36,37,36,26,25,24,34,24,14,13,23,33,23,22,21,20,10,11,21,20,10,19,29,19,9,19,18,17,27,26,25,15,14,24,14,15,5,15,14,15,16,17,18,19,10,19,18,28,27,37,36,35,25,35,45,46,56,57,56,66,76,66,76,77,78,88,98,88,78,68,67,77,67,68,58,59,50,40,41,51,41,31,32,42,52,51
11,12,11,12,2,12,13,23,13,3,4,14,15,25,26,25,26,16,26,27,26,25,26,36,46,47,37,27,28,29,39,49,48,58,48,58,59,49,40,30,39,49,39,30,39,38,28,29,28,38,48,38,48,38,37,27,28,27,17,27,17,27,37,36,35,45,46,47,57,56,46,45,55,45,46,36,35,36,26,27,26,25,24,25,26,27,28,38,48,38,48,38,37,36,37,36,26,36,37,38
94,84,94,95,5,6,5,4,5,15,14,13,23,13,23,22,23,24,23,22,21,31,41,40,30,40,49,40,41,51,50,59,49,48,58,57,58,48,47,57,67,77,76,86,85,86,87,86,85,95,85,75,85,84,74,75,74,73,72,62,72,73,74,75,65,75,65,55,54,53,43,53,54,55,54,64,65,75,85,75,74,84,94,4,14,15,25,35,34,35,34,33,34,33,34,24,23,22,23,22
14,13,23,24,23,33,32,33,32,22,32,42,43,44,45,44,43,42,43,33,43,53,54,55,65,66,56,57,67,66,56,66,65,75,74,64,63,73,63,53,52,51,41,42,43,53,54,64,54,64,65,75,74,64,54,44,34,24,23,33,43,33,43,44,43,44,54,64,63,62,63,53,43,53,43,53,54,53,43,42,52,62,61,71,61,51,41,42,43,44,43,33,43,53,54,53,63,73,74,84
4,14,13,14,4,5,6,16,6,16,26,27,28,38,48,38,39,49,40,41,51,52,51,52,62,72,62,63,64,54,64,54,55,45,35,25,24,14,24,25,24,34,33,43,42,32,22,23,13,3,4,14,13,12,11,1,2,92,82,92,82,92,82,83,82,72,82,81,71,81,80,81,91,90,0,10,19,9,0,10,19,9,8,98,8,7,17,18,17,16,6,96,95,96,86,96,86,96,97,87
27,28,18,19,9,99,98,97,98,99,90,80,81,82,83,84,74,64,65,64,65,75,74,84,85,75,76,77,67,57,47,46,45,35,36,37,47,48,58,68,58,68,78,79,70,60,69,59,49,59,69,79,69,68,78,88,89,80,89,80,70,71,81,71,81,80,70,60,69,79,69,60,50,40,30,39,29,39,29,19,9,19,10,11,21,11,12,2,12,2,1,0,9,8,9,99,98,97,7,8
49,48,58,57,67,66,76,86,96,95,5,15,14,4,3,13,12,13,3,2,1,0,90,80,89,88,78,88,78,77,67,57,47,46,56,57,56,46,45,55,65,66,67,66,56,57,58,68,67,68,78,77,67,77,67,66,67,66,65,66,76,86,85,86,76,86,87,86,85,84,85,86,76,75,85,84,85,95,96,86,87,77,78,68,58,57,56,66,67,77,67,66,65,66,65,75,85,84,74,73
53,63,53,43,42,32,22,23,24,34,33,34,33,32,42,43,42,32,31,30,31,32,22,21,11,1,0,90,91,92,91,92,93,3,4,5,4,94,95,96,6,7,6,96,86,87,77,78,68,67,68,78,68,78,77,76,86,85,84,83,73,72,71,72,62,72,82,92,82,72,73,63,64,74,64,74,64,74,73,83,93,83,84,83,73,83,73,74,75,76,77,78,79,69,68,67,66,56,66,76
24,14,4,5,6,5,4,5,95,5,95,94,4,5,15,16,26,27,26,25,35,34,24,34,24,34,33,32,22,32,22,23,33,32,33,23,24,34,33,23,24,25,35,45,35,25,26,36,37,47,57,67,66,56,55,54,53,43,53,43,53,63,73,74,84,83,93,92,93,92,2,92,82,72,73,63,53,63,64,63,73,83,84,85,95,85,95,94,93,83,84,94,93,94,4,94,95,94,4,94
39,29,19,18,8,98,97,7,6,7,97,7,8,9,19,9,19,9,99,89,99,9,99,98,99,89,88,87,86,76,66,56,66,56,46,56,66,67,57,67,77,76,75,76,75,65,75,74,75,76,66,76,75,85,95,96,6,5,4,14,4,14,24,34,24,34,44,43,44,54,55,54,55,45,35,36,46,45,46,36,26,27,28,38,37,38,39,49,39,49,59,69,79,78,88,98,8,7,6,16
11,1,91,81,80,90,0,90,80,90,80,90,80,90,99,89,80,81,82,81,80,90,80,81,82,92,93,3,4,94,93,3,13,3,2,3,4,14,24,14,4,3,2,92,91,90,99,9,8,18,17,18,8,18,8,9,8,9,0,10,20,30,31,41,42,32,22,12,11,21,11,1,11,10,11,12,2,12,11,10,20,21,31,32,42,52,42,52,53,43,53,63,53,52,42,32,31,32,42,43
75,76,77,87,97,7,17,7,17,18,28,18,19,29,20,21,31,32,33,34,24,23,13,14,24,14,15,5,15,5,4,3,2,12,11,10,19,18,17,27,37,27,17,7,97,7,97,87,88,98,8,7,6,16,17,16,26,36,26,36,26,16,6,7,6,7,8,9,0,10,20,30,39,49,40,41,42,43,44,43,53,54,64,54,55,65,64,65,64,65,75,65,66,67,66,67,68,78,68,67
58,48,49,39,30,20,21,22,32,22,32,22,32,22,23,24,14,24,14,4,3,4,94,95,5,15,5,4,14,24,23,13,3,4,3,13,12,13,3,93,83,93,83,82,83,73,83,73,74,84,85,95,94,93,94,4,3,4,14,15,14,4,94,93,83,93,3,2,12,2,3,13,14,4,94,4,5,95,85,86,87,88,89,80,90,91,1,0,1,11,21,20,30,31,41,42,43,42,41,31
89,79,89,80,70,60,70,80,90,99,98,99,89,80,89,80,89,79,70,79,69,60,70,79,69,68,69,60,69,79,70,80,70,60,69,68,67,77,67,77,78,79,89,80,90,91,1,2,1,11,12,22,32,33,34,44,54,53,54,64,65,66,76,66,56,57,56,57,47,37,27,37,38,48,58,68,78,79,89,80,90,0,9,0,10,11,21,31,41,42,41,42,43,53,63,64,65,75,65,55
99,9,19,9,19,9,99,98,88,89,99,89,80,70,80,89,88,78,88,89,80,81,91,1,2,3,93,94,93,94,93,3,13,23,22,21,20,10,0,9,99,9,8,18,19,9,8,98,88,78,77,67,57,56,55,54,53,54,64,54,44,54,55,65,64,63,62,61,51,50,59,58,68,69,79,78,79,78,68,69,59,50,51,61,62,72,71,72,71,61,51,50,60,50,40,41,51,50,59,69
18,28,18,28,29,20,30,20,29,39,29,19,18,28,18,28,38,28,29,28,38,37,36,46,47,57,67,68,67,68,69,60,70,79,89,99,90,91,92,91,92,82,81,91,90,80,70,79,69,59,49,48,49,39,30,40,30,39,30,20,10,19,10,19,29,39,29,28,29,20,10,0,10,20,29,39,29,19,29,20,21,31,32,22,23,24,34,33,34,33,23,24,23,24,23,22,23,22,12,22
87,97,96,6,5,95,96,95,85,95,5,4,5,4,3,93,83,84,83,82,81,71,70,79,89,99,9,0,90,91,1,91,1,0,10,0,1,11,1,11,1,2,92,93,83,84,74,84,83,73,72,71,81,71,81,80,81,91,81,91,81,91,81,82,72,73,83,82,92,91,81,82,72,71,61,60,61,71,72,73,72,62,72,73,83,73,74,64,63,62,61,60,61,71,70,79,69,60,69,60
6,5,95,5,95,96,97,7,8,98,8,98,97,96,95,5,4,3,4,14,15,5,95,94,4,5,15,16,15,14,24,34,44,54,55,54,64,63,53,52,53,63,73,63,64,63,62,63,64,74,73,83,82,83,93,83,93,92,82,83,82,92,93,92,2,3,13,12,13,23,24,34,33,43,42,43,53,54,53,43,44,45,44,45,46,47,48,58,57,47,37,36,37,36,26,25,35,34,33,32
79,69,79,89,88,89,88,98,88,87,88,89,79,69,60,50,40,30,31,41,40,49,59,69,60,50,60,69,68,78,68,69,59,69,68,58,59,58,68,67,57,56,46,45,35,45,44,34,24,14,24,25,26,25,35,34,44,45,46,47,46,36,46,56,66,76,86,85,84,85,84,85,75,74,75,76,66,76,77,87,86,96,86,96,86,96,95,94,95,94,4,3,13,14,15,25,35,45,55,65
37,47,46,56,57,47,37,36,26,27,37,36,35,34,33,23,33,32,33,34,44,34,35,36,26,36,26,27,37,47,48,47,37,36,35,25,26,27,26,25,15,5,4,94,4,14,15,16,17,18,28,38,28,29,20,10,20,30,39,30,40,50,59,58,68,67,77,78,68,67,68,67,68,69,68,78,88,98,99,89,80,70,60,50,51,52,42,52,42,43,42,43,33,43,33,43,44,54,64,65
81,82,83,93,94,95,85,75,74,64,54,53,43,33,32,31,21,31,21,22,32,31,21,31,32,22,23,22,23,13,12,22,23,33,23,13,23,33,23,33,23,13,3,13,14,13,3,13,12,13,3,2,12,22,32,31,30,31,32,33,32,42,43,44,43,44,43,53,43,42,41,40,41,51,50,60,70,71,81,80,81,91,1,2,12,11,12,11,1,0,10,11,21,20,10,20,29,20,10,20
68,69,68,69,59,58,59,50,59,58,57,56,57,47,37,27,28,27,37,47,48,47,37,36,26,27,26,27,17,18,19,18,28,29,20,29,39,30,20,10,19,18,8,98,88,98,99,9,99,98,97,7,17,16,6,16,6,5,4,3,2,3,4,3,2,12,13,12,11,1,0,10,11,21,22,12,2,12,13,12,2,92,93,3,2,1,91,1,2,92,91,1,0,90,0,90,91,92,93,83
25,26,16,17,18,28,27,17,7,8,9,99,89,99,98,8,18,17,27,17,7,97,96,97,98,99,9,99,9,99,9,0,9,8,18,28,29,19,10,11,21,31,41,51,52,51,50,51,61,60,50,59,49,48,38,48,49,48,49,48,49,59,69,68,78,79,78,68,67,77,78,68,67,68,69,79,89,80,70,80,70,71,81,91,92,2,92,82,72,62,61,51,41,31,32,22,12,22,23,24
54,64,54,55,54,64,63,73,63,62,61,51,52,51,52,53,52,42,52,53,43,53,43,33,23,24,34,33,32,33,34,24,34,35,45,46,45,55,56,66,67,66,65,64,54,44,34,44,54,55,45,46,56,46,45,35,36,26,16,15,5,15,25,15,16,17,7,6,96,95,94,93,92,91,81,71,70,79,70,60,61,62,63,73,74,73,63,53,43,44,34,33,23,13,14,13,14,4,14,24
94,84,74,64,54,55,56,57,47,37,27,37,38,37,47,37,36,37,36,46,36,37,36,37,47,46,47,37,27,28,27,26,36,46,36,46,45,46,47,57,47,37,27,37,38,48,38,48,58,59,49,59,49,48,49,39,38,39,29,28,27,17,16,26,36,37,36,46,56,66,67,77,76,75,76,75,74,64,74,64,74,64,74,84,83,93,3,4,14,15,14,13,12,22,12,2,92,91,1,91
92,91,92,91,92,2,1,0,9,8,98,88,78,88,89,99,90,99,9,0,10,20,30,31,41,40,41,51,41,42,32,42,41,51,41,31,30,31,32,42,32,33,34,33,43,53,43,44,34,33,32,33,34,33,23,13,3,93,3,2,12,13,3,13,12,11,1,91,81,71,81,71,70,79,70,80,89,80,81,91,92,82,81,91,90,99,90,80,81,91,1,11,1,11,10,11,21,20,10,0
60,50,59,69,60,70,60,50,59,58,48,58,48,47,48,58,48,49,39,49,59,58,68,78,79,78,88,78,79,70,79,69,68,69,68,67,57,67,77,78,68,58,68,78,68,58,68,69,68,69,59,49,40,41,51,61,71,72,82,72,62,61,62,52,53,52,62,52,51,61,71,81,71,61,51,41,40,30,39,29,19,10,0,10,20,30,20,21,31,21,20,21,31,21,22,23,33,34,44,54
64,63,73,72,73,72,82,83,93,94,84,94,93,92,82,92,93,3,13,23,24,25,26,36,35,36,46,47,48,58,57,47,48,49,48,38,39,49,59,49,39,29,19,10,0,9,99,89,88,98,88,89,99,9,0,10,11,21,11,21,22,21,11,10,0,9,8,7,17,16,17,7,8,18,8,18,28,27,28,29,39,30,31,32,22,21,20,30,39,38,37,27,37,36,46,36,46,36,37,36
44,45,55,65,75,76,66,67,57,58,68,58,57,67,66,67,77,87,86,85,84,85,75,76,75,74,84,85,86,87,77,67,57,58,57,67,66,76,66,56,57,58,59,58,48,49,59,49,59,49,48,58,57,56,55,45,55,65,64,65,55,65,55,45,46,56,66,56,46,45,46,56,66,65,66,76,75,65,64,74,75,74,64,65,55,54,53,43,44,45,35,45,55,45,55,54,44,54,44,34
74,64,63,64,74,64,54,55,65,66,65,66,67,68,78,79,78,68,69,60,61,71,70,60,61,71,70,80,89,80,89,99,90,99,98,97,96,86,87,86,85,95,5,15,25,35,25,35,36,35,36,46,56,55,45,46,36,37,27,17,7,6,5,15,25,35,25,15,5,4,3,93,94,95,94,95,94,93,94,4,5,95,5,95,85,95,96,6,16,6,16,26,36,26,25,15,25,24,23,33
22,12,13,12,22,21,11,21,31,30,39,30,40,30,31,41,40,30,31,32,22,21,20,21,31,30,40,49,48,38,28,18,19,9,8,9,0,90,99,9,8,98,97,7,97,96,86,85,75,65,55,54,55,56,46,45,55,65,75,85,75,85,95,85,95,96,86,96,95,5,4,14,15,5,6,5,95,85,75,76,75,74,75,74,84,85,84,74,64,63,62,61,51,41,51,41,31,41,31,32
95,5,6,7,17,7,97,7,8,7,8,98,8,98,88,78,88,78,68,69,60,50,51,61,62,52,42,43,53,52,53,63,62,61,62,72,62,52,51,61,60,61,62,63,73,72,82,92,2,1,0,9,0,1,11,1,0,10,0,9,99,98,8,18,28,38,48,58,59,49,59,58,48,58,59,50,60,70,60,50,60,50,60,69,79,89,99,89,99,89,99,9,19,29,39,30,31,41,42,43
85,75,76,86,87,97,96,86,87,77,87,97,87,97,87,86,87,77,78,77,87,86,85,75,74,73,83,93,92,91,81,80,90,0,1,2,92,2,1,2,3,93,3,93,94,84,83,84,74,64,63,73,74,84,83,73,72,82,72,82,92,82,72,82,81,82,83,84,83,82,83,82,72,73,83,84,83,82,72,82,72,82,72,73,83,84,94,84,94,95,96,95,5,15,14,13,12,2,92,2
71,70,79,69,68,67,77,67,66,67,77,78,68,67,57,58,57,67,57,47,57,56,66,56,46,45,35,45,35,36,46,47,37,38,48,38,39,38,48,58,68,67,77,87,86,87,86,87,88,89,88,89,80,90,91,92,93,83,73,83,73,72,82,81,82,72,71,81,71,81,71,72,73,83,93,83,93,83,93,83,84,83,82,72,62,61,71,61,71,61,71,81,71,70,60,50,60,70,79,89
21,11,12,11,12,22,21,31,21,22,21,11,12,2,12,22,23,33,32,22,23,13,23,13,12,13,23,33,32,22,32,42,41,31,41,51,41,42,41,51,50,59,50,59,49,39,38,28,18,8,9,99,9,8,7,8,98,99,9,19,10,20,30,40,41,51,61,71,61,71,70,60,61,71,72,73,63,62,52,53,43,42,41,42,32,22,12,22,32,42,52,51,41,40,50,60,70,79,69,60
60,70,71,81,71,81,91,81,91,1,91,90,0,9,19,29,28,38,39,49,59,58,57,67,68,78,68,78,77,87,77,67,66,56,57,58,59,50,40,50,40,41,42,41,31,21,22,21,11,12,22,21,11,12,11,21,22,21,22,12,13,14,24,34,35,25,15,14,15,25,24,14,13,3,93,94,4,14,13,3,2,12,13,14,24,25,26,36,35,45,44,54,44,43,44,45,35,36,46,47
79,78,88,87,77,87,97,87,88,87,86,76,75,85,95,5,15,14,15,25,35,25,24,14,24,34,33,32,22,32,22,23,22,23,13,23,22,21,20,10,0,90,91,92,2,12,11,12,11,12,11,12,2,3,4,3,93,83,73,83,82,72,82,72,62,61,62,72,73,63,73,83,73,72,62,61,71,81,80,90,0,90,0,9,0,90,0,9,0,1,11,1,11,10,19,9,0,10,20,29
32,31,21,20,10,11,21,11,10,0,1,11,10,11,21,22,12,22,32,22,23,33,32,22,32,22,12,22,23,22,32,42,32,33,32,22,32,42,41,51,41,42,32,42,32,31,32,42,52,42,32,31,21,22,32,33,23,22,32,42,41,42,43,42,52,62,63,73,74,64,74,75,85,95,85,84,83,82,81,91,81,82,83,73,72,73,83,82,72,62,61,51,52,62,63,64,54,44,45,44
96,86,96,86,76,66,65,66,76,75,65,64,54,44,34,35,36,46,47,37,36,37,27,37,27,28,27,37,38,48,38,48,49,39,38,39,38,28,18,28,29,19,29,28,38,37,38,28,29,28,18,8,98,97,96,6,16,15,25,24,34,35,36,37,38,48,58,59,69,60,70,79,89,79,89,79,70,79,78,88,78,77,87,86,96,86,76,75,76,77,78,88,87,88,78,77,67,57,58,48
49,59,50,40,50,60,69,59,49,59,58,48,58,48,49,59,49,59,49,39,38,39,30,40,50,60,69,68,58,57,58,59,69,68,69,68,78,88,89,80,70,80,90,91,92,93,92,82,83,93,83,73,72,82,83,84,85,75,65,64,63,73,83,84,83,82,92,82,83,93,94,93,83,93,83,73,63,64,65,75,65,66,67,66,67,57,56,57,56,55,65,64,63,73,72,73,74,75,74,84
58,59,69,60,70,80,81,91,1,0,10,0,9,0,10,20,21,31,41,42,41,42,41,42,41,42,52,53,43,44,45,55,56,46,45,35,25,24,14,4,94,4,5,6,5,15,14,15,5,4,94,84,83,82,83,82,92,93,94,95,96,6,5,15,16,6,7,17,27,26,16,15,14,24,34,35,25,35,25,35,25,24,25,26,36,26,36,26,25,24,25,26,36,35,34,44,54,64,54,55
54,55,65,55,45,44,45,55,54,55,65,75,65,66,56,66,65,75,85,75,85,75,65,55,54,55,56,66,65,75,74,75,76,77,76,75,74,64,63,62,63,73,74,75,65,66,76,66,76,86,96,6,7,6,96,95,96,97,87,97,96,95,5,15,14,4,3,13,14,24,34,33,32,31,32,22,21,20,29,20,30,31,41,31,30,20,30,20,10,20,10,11,21,11,12,22,12,2,12,22
11,1,11,10,20,30,31,41,31,41,42,43,44,34,33,32,33,23,33,32,22,21,31,41,31,32,33,23,22,21,31,41,40,50,51,61,71,72,73,72,71,70,80,90,99,9,19,29,39,49,59,49,59,49,59,49,40,50,40,50,40,50,60,50,51,61,51,52,62,72,73,83,84,74,75,85,95,5,95,94,4,94,95,85,95,5,6,16,15,14,13,3,2,3,93,94,95,94,84,94
36,35,34,35,34,33,32,33,43,53,43,33,34,35,45,35,34,35,34,33,32,22,12,2,92,93,3,13,3,4,3,2,92,2,1,2,1,0,10,19,18,8,18,28,29,39,38,48,47,46,56,46,47,37,27,26,27,37,47,37,36,46,36,26,36,26,36,35,25,15,5,15,16,17,18,28,27,17,18,17,27,17,7,97,87,77,76,77,87,97,96,97,87,77,67,66,56,57,47,37
56,46,36,46,56,57,47,48,47,48,47,37,36,37,36,26,27,28,38,37,27,26,27,28,38,37,38,48,38,48,38,39,38,28,27,28,18,19,29,39,38,37,27,37,36,35,36,35,45,55,56,46,47,48,58,48,38,37,36,26,16,15,5,4,5,15,25,26,36,37,38,39,49,39,30,39,29,20,30,40,49,40,41,51,41,40,50,40,30,40,41,51,50,40,41,42,43,44,43,44
3,4,5,95,94,4,5,95,96,95,5,6,5,4,5,95,85,75,74,75,85,95,5,6,16,6,96,97,96,97,96,86,87,97,98,8,7,17,7,6,96,97,98,8,9,19,9,99,89,88,89,80,81,91,92,82,81,80,81,91,1,91,90,0,90,0,9,19,10,11,21,11,1,2,12,13,14,24,25,24,14,15,5,6,96,97,87,77,87,77,67,68,67,66,56,46,56,57,67,66
34,44,43,33,23,33,43,33,23,13,12,2,1,11,10,0,90,99,9,99,90,80,89,88,98,99,98,97,7,97,7,97,96,6,96,97,7,8,7,97,98,88,78,77,76,75,76,75,76,66,65,75,76,75,85,75,65,64,65,64,74,64,74,75,76,86,87,86,85,86,96,86,76,77,67,57,56,57,56,66,65,64,65,64,54,53,54,53,54,53,63,64,65,55,65,55,54,64,54,64
70,60,69,79,69,59,49,39,49,40,50,40,50,59,69,68,67,66,56,46,56,46,45,55,54,44,45,35,36,35,25,24,34,44,43,44,54,64,65,55,56,46,36,46,36,35,34,44,34,33,43,44,45,46,47,57,47,48,49,59,69,79,69,68,69,68,67,77,76,66,76,77,78,88,98,8,9,99,98,99,9,0,1,11,12,13,3,4,14,15,16,6,5,4,14,15,16,6,16,15
14,15,14,4,94,4,94,84,74,75,74,84,83,84,83,82,81,82,72,73,74,84,85,84,85,95,85,75,85,95,5,6,7,6,7,97,98,97,7,97,87,88,98,88,89,99,90,91,1,11,10,0,90,0,90,0,10,0,10,19,9,8,9,0,10,0,10,0,10,0,90,91,92,91,90,80,81,82,81,91,1,2,1,91,1,91,92,93,3,13,12,2,92,82,92,91,1,2,1,91
68,67,66,76,66,65,75,65,64,65,64,63,53,54,44,54,53,52,53,52,42,41,40,49,39,49,39,30,31,41,51,50,60,61,62,63,53,43,33,32,33,32,22,23,33,34,24,25,26,25,24,14,4,14,24,34,33,43,42,52,51,50,40,50,40,50,51,61,62,61,60,69,68,78,79,89,80,70,71,81,71,61,71,81,80,89,99,9,0,10,19,9,0,9,19,29,28,27,28,27
23,22,12,22,12,11,1,2,92,93,83,82,81,80,70,80,89,88,87,86,87,88,98,88,87,88,78,79,78,88,78,79,89,79,70,71,72,82,92,82,72,71,70,80,89,88,89,80,89,80,89,79,89,99,89,88,89,88,78,79,70,80,70,79,89,79,70,71,81,91,90,91,92,2,3,93,83,93,3,4,14,15,5,95,94,93,83,84,83,82,81,71,70,80,89,80,89,80,81,91
53,63,73,72,62,72,62,63,62,72,71,81,80,89,99,90,0,1,11,21,20,29,28,27,26,25,35,36,37,38,48,47,57,58,48,47,37,27,28,27,28,29,19,10,11,21,11,10,0,1,11,12,11,12,22,32,22,23,22,23,13,3,13,12,2,1,2,92,93,94,84,74,64,74,73,72,82,72,82,81,91,90,0,10,0,90,91,92,2,1,11,12,13,23,24,23,24,23,22,32
5,4,94,93,94,95,96,97,7,17,16,15,16,15,16,15,5,6,7,97,87,97,96,97,96,95,96,86,76,77,67,66,56,66,67,68,78,79,89,80,70,60,50,60,50,59,50,60,50,60,61,71,61,71,61,60,69,60,50,60,70,60,50,40,49,39,29,39,29,20,10,11,21,20,29,39,38,28,18,17,27,37,38,28,18,8,98,88,87,77,87,97,87,86,96,97,87,86,85,95
76,86,96,86,76,77,76,75,74,75,76,77,78,88,87,88,89,88,89,88,78,77,78,79,78,88,87,97,98,8,7,17,16,26,25,15,14,24,25,26,25,24,34,33,23,13,14,4,94,93,3,4,14,15,14,24,34,24,25,24,23,33,34,24,34,24,34,44,45,46,47,37,36,35,36,26,25,15,14,24,14,15,16,6,16,6,5,4,5,4,14,13,12,2,3,4,94,95,96,86
95,94,4,3,4,5,15,5,15,25,24,34,24,34,44,45,44,43,33,34,44,54,44,43,33,23,24,14,13,23,33,34,33,34,44,34,35,25,24,25,35,25,35,45,55,56,66,76,77,67,57,56,66,67,77,87,86,87,88,98,8,7,8,7,17,18,8,98,8,18,8,7,17,18,19,10,0,1,2,3,93,83,73,74,73,72,71,81,82,92,2,12,11,21,20,10,20,30,31,41
47,57,56,46,45,46,56,57,67,77,78,79,89,79,70,71,81,71,70,80,81,91,1,11,1,2,12,11,10,0,1,11,21,20,30,31,41,42,43,33,43,53,52,42,32,22,21,31,30,31,41,51,61,51,61,60,50,40,49,48,38,37,47,46,47,37,36,37,36,26,36,35,45,55,56,46,56,46,56,66,67,68,69,68,67,66,67,77,76,77,78,88,89,80,81,91,81,71,61,71
72,62,63,53,54,53,43,53,52,53,63,73,83,73,74,75,85,86,85,84,85,84,94,4,94,4,3,2,3,93,3,4,14,13,23,24,14,15,25,35,34,44,54,53,52,53,52,42,52,51,41,51,52,53,54,44,54,44,34,24,23,33,34,35,34,44,54,44,45,35,34,44,45,46,47,37,27,26,27,17,7,8,98,88,78,77,87,77,78,68,69,79,69,59,58,57,47,57,47,37
65,75,74,84,83,93,92,93,83,93,92,91,1,2,12,2,3,4,5,6,96,95,94,93,92,93,92,2,92,82,83,84,85,75,85,86,85,75,85,86,87,86,76,77,87,88,89,88,87,86,87,77,76,86,96,97,7,6,7,97,98,88,87,77,87,86,76,77,67,77,78,77,78,79,78,68,67,77,78,79,70,79,69,59,50,40,30,31,41,42,41,31,30,39,49,59,49,48,38,37
48,49,39,30,31,41,51,41,31,30,39,30,31,32,22,21,11,1,0,9,8,9,99,89,80,89,99,9,8,7,17,7,6,16,17,16,6,5,15,16,26,27,26,36,35,34,24,25,15,5,4,94,95,96,6,16,6,7,6,7,6,16,17,16,6,5,6,5,15,25,35,25,35,36,37,47,37,27,26,16,26,27,37,27,26,36,26,36,46,47,57,56,55,54,55,45,44,45,55,45
28,38,48,38,37,47,57,67,68,58,59,69,59,69,79,89,99,9,99,98,88,78,88,89,79,70,71,81,71,61,62,63,53,52,62,72,71,72,82,72,82,81,71,72,73,74,73,72,71,72,82,81,71,72,73,74,73,83,93,83,82,83,93,94,95,94,95,96,97,7,17,18,28,27,26,27,28,38,28,38,28,38,28,29,39,38,37,47,57,47,37,47,57,58,59,49,48,49,48,49
26,25,26,27,28,38,39,38,39,30,40,41,51,50,59,69,68,58,48,38,39,38,37,36,35,36,35,36,26,25,15,5,4,14,13,23,22,32,22,32,22,32,33,32,22,12,11,12,22,21,11,21,11,21,22,12,11,21,22,32,42,32,33,34,24,14,15,16,17,16,6,16,26,16,17,27,26,27,28,38,39,30,40,49,39,49,59,69,68,67,57,67,68,69,60,69,59,69,59,49
81,71,61,60,50,59,49,40,49,48,38,39,30,31,41,51,52,51,61,60,69,68,67,66,76,86,87,86,76,77,78,88,89,79,69,79,69,79,89,79,89,99,89,88,98,97,98,8,18,8,7,97,7,6,5,6,16,26,36,37,47,37,27,17,27,28,18,19,18,17,27,37,36,26,36,37,47,37,27,26,25,26,36,35,36,35,36,37,27,26,36,35,34,44,43,33,34,44,54,55
98,88,78,88,98,8,7,17,18,19,9,19,9,99,89,88,87,97,98,88,98,99,89,80,90,80,81,91,92,82,81,82,81,80,70,80,81,91,90,91,92,82,92,82,81,82,83,82,83,84,85,86,87,88,89,80,89,80,89,79,70,79,69,60,61,71,70,71,81,82,83,93,94,95,96,97,87,86,76,66,67,77,76,77,76,75,76,77,87,77,78,68,67,77,76,75,76,66,67,77
34,33,43,33,43,42,52,53,43,53,54,53,52,53,52,53,43,44,54,44,34,35,25,24,23,22,32,31,41,31,41,31,21,20,29,19,10,19,18,17,16,17,18,19,29,19,9,0,10,19,29,20,30,20,30,31,41,51,61,62,63,73,83,73,74,73,63,73,74,84,74,75,74,84,83,84,85,75,76,77,78,79,89,88,87,97,96,6,96,95,96,97,98,8,18,8,7,8,7,17
